player_name,player_position,player_team_abbreviation,player_pts,player_trb,player_ast,player_stl,player_blk,player_fg_pct,player_threept_pct,player_ft_pct
dannygreen,SG,SA,7.3,3.3,1.8,1.0,0.8,0.392,0.379,0.8440000000000001
davidlee,PF,SA,7.3,5.6,1.6,0.4,0.5,0.59,,0.708
tylerulis,PG,PHX,7.3,1.6,3.7,0.8,0.1,0.42100000000000004,0.266,0.775
thabosefolosha,SF,ATL,7.2,4.4,1.7,1.5,0.5,0.441,0.342,0.733
rodneystuckey,PG,IND,7.2,2.2,2.2,0.4,0.0,0.373,0.317,0.748
justinanderson,SF,DAL/PHI,7.1,3.3,0.9,0.5,0.3,0.424,0.299,0.7909999999999999
mattbarnes,SF,GS/SAC,7.1,5.2,2.6,0.6,0.4,0.391,0.331,0.787
timfrazier,PG,NO,7.1,2.7,5.2,0.9,0.1,0.40299999999999997,0.313,0.76
joeingles,SF,UTAH,7.1,3.2,2.7,1.2,0.1,0.452,0.441,0.735
brandonjennings,PG,NY/WSH,7.1,2.4,4.9,0.9,0.0,0.359,0.313,0.75
larrynancejr,PF,LAL,7.1,5.9,1.5,1.3,0.6,0.526,0.278,0.738
anthonytolliver,PF,SAC,7.1,3.6,1.2,0.5,0.3,0.442,0.391,0.7440000000000001
solomonhill,SF,NO,7.0,3.8,1.8,0.9,0.4,0.38299999999999995,0.348,0.805
joshhuestis,PF,OKC,7.0,4.5,1.5,0.0,1.5,0.545,0.5,0.0
justinhamilton,C,BKN,6.9,4.1,0.9,0.5,0.7,0.45899999999999996,0.306,0.75
tjmcconnell,PG,PHI,6.9,3.1,6.6,1.7,0.1,0.461,0.2,0.8109999999999999
ianclark,SG,GS,6.8,1.6,1.2,0.5,0.1,0.48700000000000004,0.374,0.759
jareddudley,PF,PHX,6.8,3.5,1.9,0.7,0.3,0.45399999999999996,0.379,0.662
johnhenson,C,MIL,6.8,5.1,1.0,0.5,1.3,0.515,0.0,0.6920000000000001
patrickpatterson,PF,TOR,6.8,4.5,1.2,0.6,0.4,0.401,0.37200000000000005,0.7170000000000001
bobbyportis,PF,CHI,6.8,4.6,0.5,0.3,0.2,0.488,0.33299999999999996,0.6609999999999999
brandanwright,PF,MEM,6.8,2.8,0.5,0.4,0.7,0.615,0.0,0.657
alecburks,SG,UTAH,6.7,2.9,0.7,0.4,0.1,0.39899999999999997,0.32899999999999996,0.769
raymondfelton,PG,LAC,6.7,2.7,2.4,0.8,0.3,0.43,0.319,0.7809999999999999
devinharris,PG,DAL,6.7,2.0,2.1,0.7,0.1,0.39899999999999997,0.32799999999999996,0.8290000000000001
dwightpowell,C,DAL,6.7,4.0,0.6,0.8,0.5,0.515,0.284,0.759
jaylenbrown,SF,BOS,6.6,2.8,0.8,0.4,0.2,0.45399999999999996,0.341,0.685
michaelcarterwilliams,PG,CHI,6.6,3.4,2.5,0.8,0.5,0.366,0.23399999999999999,0.753
dantecunningham,SF,NO,6.6,4.2,0.6,0.6,0.4,0.485,0.392,0.593
kostakoufos,C,SAC,6.6,5.7,0.7,0.5,0.7,0.551,0.0,0.613
andreroberson,SF,OKC,6.6,5.1,1.0,1.2,1.0,0.46399999999999997,0.245,0.423
marcusthornton,SG,WSH,6.6,2.3,1.2,0.6,0.1,0.4,0.35,0.852
samdekker,SF,HOU,6.5,3.7,1.0,0.5,0.3,0.473,0.321,0.5589999999999999
amirjohnson,PF,BOS,6.5,4.6,1.8,0.6,0.8,0.5760000000000001,0.409,0.67
darrellarthur,PF,DEN,6.4,2.7,1.0,0.5,0.5,0.442,0.45299999999999996,0.8640000000000001
timotheluwawucabarrot,SF,PHI,6.4,2.2,1.1,0.5,0.1,0.402,0.311,0.8540000000000001
rodneymcgruder,SG,MIA,6.4,3.3,1.6,0.6,0.2,0.413,0.332,0.62
mirzateletovic,PF,MIL,6.4,2.3,0.7,0.2,0.2,0.373,0.341,0.778
leandrobarbosa,SG,PHX,6.3,1.6,1.2,0.5,0.1,0.439,0.35700000000000004,0.889
mindaugaskuzminskas,SF,NY,6.3,1.9,1.0,0.4,0.2,0.428,0.321,0.809
kyleoquinn,C,NY,6.3,5.6,1.5,0.5,1.3,0.521,0.11800000000000001,0.7709999999999999
nemanjabjelica,PF,MIN,6.2,3.8,1.2,0.6,0.3,0.424,0.316,0.738
danteexum,PG,UTAH,6.2,2.0,1.7,0.3,0.2,0.42700000000000005,0.295,0.795
jonathangibson,PG,DAL,6.2,1.3,1.5,0.5,0.0,0.368,0.33299999999999996,0.7240000000000001
spencerhawes,PF,MIL/CHA,6.2,3.5,1.5,0.3,0.6,0.484,0.309,0.846
treylyles,PF,UTAH,6.2,3.3,1.0,0.4,0.3,0.36200000000000004,0.319,0.722
mikemuscala,C,ATL,6.2,3.4,1.4,0.4,0.6,0.504,0.418,0.7659999999999999
chandlerparsons,SF,MEM,6.2,2.5,1.6,0.6,0.1,0.33799999999999997,0.26899999999999996,0.8140000000000001
ramonsessions,PG,CHA,6.2,1.5,2.6,0.5,0.1,0.38,0.33899999999999997,0.7709999999999999
jonathonsimmons,SG,SA,6.2,2.1,1.6,0.6,0.3,0.42,0.294,0.75
troywilliams,SF,HOU/MEM,6.2,2.3,0.8,0.9,0.3,0.43700000000000006,0.29,0.6559999999999999
lucmbahamoute,SF,LAC,6.1,2.1,0.5,1.0,0.4,0.505,0.391,0.6779999999999999
javalemcgee,C,GS,6.1,3.2,0.2,0.2,0.9,0.652,0.0,0.505
zazapachulia,C,GS,6.1,5.9,1.9,0.8,0.5,0.534,0.0,0.778
derrickwilliams,PF,CLE/MIA,6.1,2.6,0.6,0.3,0.1,0.44299999999999995,0.309,0.652
alexabrines,SG,OKC,6.0,1.3,0.6,0.5,0.1,0.39299999999999996,0.381,0.898
bismackbiyombo,C,ORL,6.0,7.0,0.9,0.3,1.1,0.528,,0.534
davidnwaba,SG,LAL,6.0,3.2,0.7,0.7,0.4,0.58,0.2,0.6409999999999999
lancethomas,PF,NY,6.0,3.1,0.8,0.5,0.1,0.39799999999999996,0.447,0.843
jeriangrant,PG,CHI,5.9,1.8,1.9,0.7,0.1,0.425,0.366,0.89
andrewharrison,PG,MEM,5.9,1.9,2.8,0.7,0.3,0.325,0.276,0.763
domantassabonis,PF,OKC,5.9,3.6,1.0,0.5,0.4,0.39899999999999997,0.321,0.657
quincyacy,PF,DAL/BKN,5.8,3.0,0.5,0.4,0.4,0.41200000000000003,0.41100000000000003,0.75
benoudrih,PG,DET,5.8,1.5,3.4,0.3,0.0,0.467,0.344,0.941
tarikblack,C,LAL,5.7,5.1,0.6,0.4,0.7,0.51,0.5,0.752
richardjefferson,SF,CLE,5.7,2.6,1.0,0.3,0.1,0.446,0.33299999999999996,0.741
jasonsmith,C,WSH,5.7,3.5,0.5,0.3,0.7,0.529,0.474,0.6859999999999999
brandonbass,PF,LAC,5.6,2.5,0.4,0.3,0.2,0.575,0.33299999999999996,0.875
quinncook,PG,NO/DAL,5.6,0.5,1.9,0.3,0.0,0.5,0.423,0.4
geraldgreen,SF,BOS,5.6,1.8,0.7,0.2,0.1,0.409,0.35100000000000003,0.805
ianmahinmi,C,WSH,5.6,4.8,0.6,1.1,0.8,0.586,,0.573
georgiospapagiannis,C,SAC,5.6,3.9,0.9,0.1,0.8,0.5489999999999999,0.0,0.857
delonwright,PG,TOR,5.6,1.8,2.1,1.0,0.4,0.42200000000000004,0.33299999999999996,0.764
jeramigrant,SF,PHI/OKC,5.5,2.6,0.6,0.4,1.0,0.46299999999999997,0.371,0.612
bobanmarjanovic,C,DET,5.5,3.7,0.3,0.2,0.3,0.545,,0.81
anthonymorrow,SG,CHI/OKC,5.5,0.6,0.5,0.5,0.0,0.389,0.308,0.919
terryrozier,PG,BOS,5.5,3.1,1.8,0.6,0.1,0.36700000000000005,0.318,0.773
paulzipser,SF,CHI,5.5,2.8,0.8,0.3,0.4,0.39799999999999996,0.33299999999999996,0.775
malcolmdelaney,PG,ATL,5.4,1.7,2.6,0.5,0.0,0.374,0.23600000000000002,0.8059999999999999
joffreylauvergne,PF-C,CHI/OKC,5.4,3.6,1.0,0.4,0.1,0.44,0.337,0.63
meyersleonard,PF,POR,5.4,3.2,1.0,0.2,0.4,0.386,0.34700000000000003,0.875
alexisajinca,C,NO,5.3,4.5,0.3,0.5,0.6,0.5,0.0,0.725
chassonrandle,PG,NY/PHI,5.3,1.2,1.3,0.3,0.1,0.408,0.34,0.953
williereed,C,MIA,5.3,4.7,0.4,0.3,0.7,0.568,0.25,0.557
omricasspi,SF,NO/MIN/SAC,5.2,3.1,1.0,0.6,0.1,0.47,0.349,0.586
mikedunleavy,SF,ATL/CLE,5.2,2.2,0.9,0.3,0.1,0.423,0.396,0.8
randyfoye,SG,BKN,5.2,2.2,2.0,0.5,0.1,0.363,0.33,0.857
cameronpayne,PG,CHI/OKC,5.2,1.5,1.8,0.5,0.1,0.332,0.314,0.625
dewaynededmon,C,SA,5.1,6.5,0.6,0.5,0.8,0.622,,0.6990000000000001
cheickdiallo,PF,NO,5.1,4.3,0.2,0.2,0.4,0.474,,0.7140000000000001
shaunlivingston,PG,GS,5.1,2.0,1.8,0.5,0.3,0.547,0.33299999999999996,0.7
luisscola,PF,BKN,5.1,3.9,1.0,0.4,0.1,0.47,0.34,0.6759999999999999
wayneselden,SG,NO/MEM,5.1,1.1,0.9,0.4,0.1,0.431,0.25,0.636
hollisthompson,SG,NO/PHI,5.1,2.8,0.9,0.5,0.2,0.385,0.337,0.655
denzelvalentine,SG,CHI,5.1,2.6,1.1,0.5,0.1,0.354,0.35100000000000003,0.778
anthonybennett,PF,BKN,5.0,3.4,0.5,0.2,0.1,0.413,0.271,0.722
aaronbrooks,PG,IND,5.0,1.1,1.9,0.4,0.1,0.40299999999999997,0.375,0.8
treyburke,PG,WSH,5.0,0.8,1.8,0.2,0.1,0.455,0.44299999999999995,0.759
joakimnoah,C,NY,5.0,8.8,2.2,0.7,0.8,0.49,0.0,0.436
thomasrobinson,PF,LAL,5.0,4.6,0.6,0.5,0.2,0.536,0.0,0.47
aronbaynes,C,DET,4.9,4.4,0.4,0.2,0.5,0.513,,0.84
juanhernangomez,PF,DEN,4.9,3.0,0.5,0.5,0.2,0.451,0.40700000000000003,0.75
mariohezonja,SF,ORL,4.9,2.2,1.0,0.5,0.2,0.355,0.299,0.8
joshmcroberts,PF,MIA,4.9,3.4,2.3,0.5,0.2,0.373,0.419,0.667
tiagosplitter,C,PHI,4.9,2.8,0.5,0.1,0.1,0.452,0.33299999999999996,0.818
lukebabbitt,SF,MIA,4.8,2.1,0.5,0.3,0.2,0.402,0.414,0.733
jarelleddie,SF,PHX,4.8,1.4,0.0,0.2,0.0,0.316,0.25,0.889
cristianofelicio,C,CHI,4.8,4.7,0.6,0.4,0.3,0.579,,0.645
kevinseraphin,PF,IND,4.7,2.9,0.5,0.1,0.4,0.551,0.0,0.636
isaiahcanaan,SG,CHI,4.6,1.3,0.9,0.6,0.0,0.364,0.266,0.909
borisdiaw,PF,UTAH,4.6,2.2,2.3,0.2,0.1,0.446,0.247,0.743
royhibbert,C,DEN/CHA,4.6,3.2,0.4,0.2,1.0,0.544,,0.813
krishumphries,PF,ATL,4.6,3.7,0.5,0.3,0.4,0.40700000000000003,0.35200000000000004,0.78
davidwest,C,GS,4.6,3.0,2.2,0.6,0.7,0.536,0.375,0.768
davisbertans,PF,SA,4.5,1.5,0.7,0.3,0.4,0.44,0.39899999999999997,0.8240000000000001
coreybrewer,SF,HOU/LAL,4.5,2.0,1.2,0.7,0.2,0.42200000000000004,0.22899999999999998,0.735
reggiebullock,SF,DET,4.5,2.1,0.9,0.6,0.1,0.42200000000000004,0.384,0.7140000000000001
cjwatson,PG,ORL,4.5,1.4,1.8,0.7,0.0,0.387,0.305,0.8640000000000001
pierrejackson,PG,DAL,4.4,1.1,2.4,0.3,0.0,0.33299999999999996,0.273,0.857
stanleyjohnson,SF,DET,4.4,2.5,1.4,0.7,0.3,0.353,0.292,0.679
jordanmcrae,SG,CLE,4.4,1.1,0.5,0.2,0.2,0.387,0.353,0.794
donatasmotiejunas,PF,NO,4.4,3.0,0.9,0.5,0.3,0.413,0.23399999999999999,0.51
lucasnogueira,C,TOR,4.4,4.3,0.7,0.9,1.6,0.66,0.25,0.657
jarroduthoff,PF,DAL,4.4,2.4,1.0,0.2,0.4,0.42100000000000004,0.33299999999999996,0.7140000000000001
noahvonleh,PF,POR,4.4,5.2,0.4,0.4,0.4,0.48100000000000004,0.35,0.638
eddavis,PF,POR,4.3,5.3,0.6,0.3,0.5,0.528,,0.617
tylerennis,PG,HOU/LAL,4.3,0.8,1.6,0.5,0.0,0.433,0.386,0.84
dorianfinneysmith,PF,DAL,4.3,2.7,0.8,0.6,0.3,0.37200000000000005,0.293,0.754
brandonrush,SG,MIN,4.2,2.1,1.0,0.5,0.5,0.374,0.386,0.722
pascalsiakam,PF,TOR,4.2,3.4,0.3,0.5,0.8,0.502,0.14300000000000002,0.688
ronbaker,SG,NY,4.1,1.9,2.1,0.7,0.2,0.37799999999999995,0.267,0.6509999999999999
shabazznapier,PG,POR,4.1,1.2,1.3,0.6,0.0,0.39899999999999997,0.37,0.7759999999999999
jasonterry,SG,MIL,4.1,1.4,1.3,0.6,0.3,0.43200000000000005,0.42700000000000005,0.828
kayfelder,PG,CLE,4.0,1.0,1.4,0.4,0.2,0.392,0.318,0.7140000000000001
thonmaker,C,MIL,4.0,2.0,0.4,0.2,0.5,0.45899999999999996,0.37799999999999995,0.653
patrickmccaw,SG,GS,4.0,1.4,1.1,0.5,0.2,0.433,0.33299999999999996,0.784
anthonybrown,SF,NO/ORL,3.9,3.0,0.7,0.5,0.1,0.36,0.259,
jarellmartin,PF,MEM,3.9,3.9,0.2,0.4,0.2,0.384,0.36,0.8
malikbeasley,SG,DEN,3.8,0.8,0.5,0.3,0.0,0.452,0.321,0.8
krisdunn,PG,MIN,3.8,2.1,2.4,1.0,0.5,0.377,0.28800000000000003,0.61
jonasjerebko,PF,BOS,3.8,3.5,0.9,0.3,0.2,0.435,0.34600000000000003,0.703
malachirichardson,SG,SAC,3.6,1.0,0.5,0.2,0.0,0.41200000000000003,0.28600000000000003,0.789
tyusjones,PG,MIN,3.5,1.1,2.6,0.8,0.1,0.414,0.35600000000000004,0.767
adreianpayne,PF,MIN,3.5,1.8,0.4,0.4,0.4,0.426,0.2,0.737
brianroberts,PG,CHA,3.5,1.0,1.3,0.2,0.0,0.377,0.386,0.846
rashadvaughn,SG,MIL,3.5,1.2,0.6,0.5,0.2,0.365,0.321,0.4
tylerzeller,C,BOS,3.5,2.4,0.8,0.1,0.4,0.494,0.0,0.564
kyleanderson,SG,SA,3.4,2.9,1.3,0.7,0.4,0.445,0.375,0.789
draganbender,PF,PHX,3.4,2.4,0.5,0.2,0.5,0.354,0.27699999999999997,0.364
josecalderon,PG,ATL/LAL,3.4,1.8,2.1,0.3,0.0,0.41,0.313,0.917
dejountemurray,PG,SA,3.4,1.1,1.3,0.2,0.2,0.431,0.391,0.7
jaredsullinger,PF,TOR,3.4,2.5,0.3,0.4,0.1,0.319,0.16699999999999998,0.5
norriscole,PG,OKC,3.3,0.8,1.1,0.6,0.0,0.308,0.231,0.8
darrunhilliard,SG,DET,3.3,0.8,0.8,0.3,0.1,0.373,0.261,0.75
nicolaslaprovittola,PG,SA,3.3,0.6,1.6,0.2,0.1,0.426,0.37,1.0
henryellenson,PF,DET,3.2,2.2,0.4,0.1,0.1,0.359,0.28600000000000003,0.5
paulpierce,SF,LAC,3.2,1.9,0.4,0.2,0.2,0.4,0.349,0.769
mauricendour,PF,NY,3.1,2.0,0.3,0.5,0.3,0.45299999999999996,0.14300000000000002,0.731
jakobpoeltl,C,TOR,3.1,3.1,0.2,0.3,0.4,0.583,,0.544
brianteweber,PG,GS/CHA,3.1,1.3,1.1,0.6,0.1,0.41700000000000004,0.1,0.688
jarrettjack,PG,NO,3.0,0.0,2.5,1.0,0.0,0.667,0.0,1.0
sashavujacic,SG,NY,3.0,1.4,1.2,0.3,0.0,0.309,0.311,0.708
lavoyallen,PF,IND,2.9,3.6,0.9,0.3,0.4,0.45799999999999996,0.0,0.6970000000000001
alananderson,SF,LAC,2.9,0.8,0.4,0.1,0.0,0.375,0.318,0.75
andrewbogut,C,CLE/DAL,2.9,8.1,1.8,0.5,0.9,0.469,0.0,0.273
semajchriston,PG,OKC,2.9,1.4,2.0,0.4,0.1,0.345,0.19,0.5479999999999999
salahmejri,C,DAL,2.9,4.2,0.2,0.4,0.8,0.642,0.33299999999999996,0.59
fredvanvleet,PG,TOR,2.9,1.1,0.9,0.4,0.1,0.35100000000000003,0.379,0.818
jeffwithey,C,UTAH,2.9,2.4,0.1,0.3,0.6,0.534,0.0,0.75
nicolasbrussino,SF,DAL,2.8,1.8,0.9,0.3,0.1,0.369,0.305,0.773
jamesjones,SF,CLE,2.8,0.8,0.3,0.1,0.2,0.478,0.47,0.65
jamesmichaelmcadoo,PF,GS,2.8,1.8,0.3,0.3,0.6,0.53,0.25,0.5
chinanuonuaku,C,HOU,2.8,2.0,0.6,0.6,0.2,0.7140000000000001,,1.0
kylesingler,SF,OKC,2.8,1.5,0.3,0.2,0.2,0.41,0.18899999999999997,0.765
okarowhite,PF,MIA,2.8,2.3,0.6,0.3,0.3,0.379,0.353,0.909
omerasik,C,NO,2.7,5.3,0.5,0.2,0.3,0.47700000000000004,,0.59
deandrebembry,SF,ATL,2.7,1.6,0.7,0.2,0.1,0.48,0.055999999999999994,0.375
marcelohuertas,PG,LAL,2.7,1.0,2.3,0.4,0.1,0.368,0.21100000000000002,0.529
wesleyjohnson,SF,LAC,2.7,2.7,0.3,0.4,0.4,0.365,0.24600000000000002,0.647
tomassatoransky,SG,WSH,2.7,1.5,1.6,0.5,0.1,0.415,0.243,0.6970000000000001
christianwood,PF,CHA,2.7,2.2,0.2,0.2,0.5,0.522,0.0,0.733
brynforbes,SG,SA,2.6,0.6,0.6,0.0,0.0,0.364,0.321,0.833
andrewnicholson,PF,BKN/WSH,2.6,1.6,0.3,0.4,0.2,0.387,0.185,0.643
bobbybrown,PG,HOU,2.5,0.2,0.6,0.0,0.0,0.38299999999999995,0.4,1.0
patconnaughton,SG,POR,2.5,1.3,0.7,0.2,0.1,0.514,0.515,0.778
deandreliggins,SG,CLE/DAL,2.5,1.7,0.9,0.8,0.2,0.387,0.37,0.625
kevonlooney,C,GS,2.5,2.3,0.5,0.3,0.3,0.523,0.222,0.618
raulneto,PG,UTAH,2.5,0.8,0.9,0.5,0.1,0.451,0.32299999999999995,0.889
milesplumlee,C,MIL/CHA,2.5,2.1,0.5,0.4,0.3,0.478,,0.6409999999999999
mikescott,PF,ATL,2.5,2.1,0.9,0.2,0.2,0.28800000000000003,0.14800000000000002,0.875
chrisandersen,C,CLE,2.3,2.6,0.4,0.4,0.6,0.409,0.0,0.7140000000000001
chrismccullough,PF,BKN/WSH,2.3,1.2,0.1,0.1,0.1,0.5,0.14300000000000002,0.6
greivisvasquez,PG,BKN,2.3,0.7,1.7,0.3,0.3,0.25,0.33299999999999996,0.667
mettaworldpeace,SF,LAL,2.3,0.8,0.4,0.4,0.1,0.27899999999999997,0.237,0.625
jamesyoung,SG,BOS,2.3,0.9,0.1,0.3,0.1,0.431,0.34299999999999997,0.667
jakelayman,SF,POR,2.2,0.7,0.3,0.3,0.1,0.292,0.255,0.765
treveongraham,SG,CHA,2.1,0.8,0.2,0.2,0.0,0.475,0.6,0.667
joeyoung,PG,IND,2.1,0.5,0.5,0.1,0.0,0.361,0.217,0.733
rakeemchristmas,PF,IND,2.0,1.9,0.1,0.1,0.2,0.442,,0.7240000000000001
demetriusjackson,PG,BOS,2.0,0.8,0.6,0.0,0.0,0.75,1.0,0.5
udonishaslem,C,MIA,1.9,2.3,0.4,0.4,0.1,0.478,0.0,0.6
damianjones,C,GS,1.9,2.3,0.0,0.1,0.4,0.5,,0.3
marshallplumlee,C,NY,1.9,2.4,0.5,0.2,0.2,0.5329999999999999,,0.42100000000000004
timquarterman,SG,POR,1.9,0.9,0.7,0.1,0.2,0.44799999999999995,0.385,0.0
joelbolomboy,PF,UTAH,1.8,1.4,0.2,0.1,0.2,0.563,0.25,0.5
lamarpatterson,SG,ATL,1.8,1.4,1.2,0.2,0.0,0.2,0.16699999999999998,0.667
damjanrudez,SF,ORL,1.8,0.6,0.4,0.3,0.0,0.35200000000000004,0.313,
colealdrich,C,MIN,1.7,2.5,0.4,0.4,0.4,0.523,,0.682
nickcollison,PF,OKC,1.7,1.6,0.6,0.1,0.1,0.609,0.0,0.625
jordanhill,C,MIN,1.7,2.0,0.0,0.1,0.0,0.385,,1.0
brunocaboclo,SF,TOR,1.6,1.1,0.4,0.2,0.1,0.375,0.33299999999999996,
deyontadavis,C,MEM,1.6,1.7,0.1,0.1,0.5,0.511,,0.556
ryankelly,PF,ATL,1.6,1.1,0.5,0.3,0.3,0.28600000000000003,0.4,0.833
jordanmickey,PF,BOS,1.5,1.4,0.3,0.1,0.2,0.441,0.0,0.5710000000000001
mikemiller,SF,DEN,1.4,1.9,1.1,0.1,0.0,0.391,0.4,1.0
diamondstone,C,LAC,1.4,0.9,0.0,0.0,0.1,0.231,,1.0
joelanthony,C,SA,1.3,1.6,0.2,0.1,0.3,0.625,,0.625
bricejohnson,PF,LAC,1.3,1.0,0.3,0.7,0.3,0.28600000000000003,,
danielochefu,C,WSH,1.3,1.2,0.2,0.1,0.0,0.444,,0.0
andersonvarejao,C,GS,1.3,1.9,0.7,0.2,0.2,0.35700000000000004,,0.727
stephenzimmerman,C,ORL,1.2,1.8,0.2,0.1,0.3,0.32299999999999995,,0.6
ronnieprice,PG,PHX,1.0,0.8,1.3,0.8,0.1,0.16699999999999998,0.17600000000000002,0.75
miketobey,C,CHA,1.0,1.5,0.5,0.0,0.0,0.25,,
georgesniang,PF,IND,0.9,0.7,0.2,0.1,0.0,0.25,0.083,1.0
kylewiltjer,PF,HOU,0.9,0.7,0.1,0.2,0.1,0.28600000000000003,0.308,0.5
alonzogee,SF,DEN,0.8,1.2,0.5,0.4,0.1,0.214,0.0,0.556
isaiahtaylor,PG,HOU,0.8,0.8,0.8,0.3,0.3,0.14300000000000002,0.0,0.5
michaelgbinije,SG,DET,0.4,0.3,0.2,0.0,0.0,0.1,0.0,1.0
johnlucasiii,PG,MIN,0.4,0.0,0.2,0.4,0.0,0.25,0.0,
aaronharrison,SG,CHA,0.2,0.6,0.6,0.0,0.0,0.0,0.0,0.5
benbentil,PF,DAL,0.0,0.7,0.0,0.0,0.0,0.0,0.0,
patriciogarino,SG,ORL,0.0,1.4,0.0,0.0,0.0,0.0,0.0,
